"year","age","status","education","jobclass","insurance","wage"
2005,50,"married","2.highschool","industrial","no",87.9810327856054
2003,47,"married","2.highschool","industrial","no",54.5981500331442
2004,45,"married","2.highschool","industrial","yes",99.6894636984864
2007,44,"married","1.primary","IT","yes",118.884359339886
2003,52,"married","2.highschool","industrial","yes",92.1611220323496
2004,42,"married","4.master","industrial","no",127.115743812184
2004,18,"never married","1.primary","industrial","no",41.7049904993395
2006,56,"married","4.master","IT","yes",109.833985642199
2004,50,"married","5.phd","IT","no",82.6796372966372
2006,50,"married","5.phd","IT","yes",277.79948020565
2006,53,"never married","3.bachelor","IT","no",99.6894636984864
2009,38,"married","5.phd","industrial","yes",176.989650489877
2004,27,"never married","1.primary","IT","no",84.0459576539924
2004,56,"married","5.phd","IT","no",163.515863976238
2003,50,"married","5.phd","IT","yes",81.2832532842527
2003,56,"married","4.master","industrial","yes",130.982177377461
2007,50,"married","1.primary","industrial","no",127.115743812184
2005,49,"never married","2.highschool","IT","no",72.1504556815713
2005,42,"never married","3.bachelor","industrial","no",104.921506533664
2009,50,"married","5.phd","industrial","yes",186.876677628007
2003,53,"married","4.master","IT","yes",176.989650489877
2007,28,"married","2.highschool","industrial","no",139.703071527658
2003,45,"married","2.highschool","industrial","yes",73.7757432746946
2009,24,"never married","2.highschool","IT","no",66.2294082943902
2003,25,"never married","1.primary","industrial","no",81.2832532842527
2004,38,"married","4.master","industrial","yes",104.921506533664
2009,47,"married","4.master","industrial","yes",109.833985642199
2003,38,"married","4.master","industrial","yes",154.68529299563
2007,33,"married","3.bachelor","IT","no",106.921814091211
2006,39,"married","5.phd","IT","yes",277.79948020565
2005,52,"divorced","2.highschool","industrial","yes",87.9810327856054
2005,46,"divorced","2.highschool","industrial","yes",90.4819133566401
2004,42,"married","2.highschool","IT","yes",106.921814091211
2003,61,"married","2.highschool","industrial","yes",56.9055391446732
2005,32,"never married","2.highschool","industrial","yes",81.2832532842527
2009,42,"divorced","2.highschool","IT","yes",107.903923866877
2006,61,"married","5.phd","IT","yes",196.125272594255
2009,27,"married","2.highschool","industrial","no",91.6992261117042
2008,45,"married","5.phd","industrial","yes",200.543262324662
2003,58,"married","4.master","IT","no",32.3664131748549
2007,25,"never married","4.master","industrial","yes",104.921506533664
2007,34,"married","1.primary","industrial","no",100.764272842107
2005,44,"married","3.bachelor","IT","yes",85.3839403789827
2007,40,"married","3.bachelor","IT","no",82.6796372966372
2007,51,"married","4.master","industrial","no",97.4932940453934
2003,50,"married","5.phd","IT","yes",121.010826565755
2009,64,"married","4.master","IT","yes",133.971500070695
2003,54,"married","3.bachelor","industrial","yes",148.413159102577
2008,42,"never married","4.master","IT","yes",104.921506533664
2007,31,"married","2.highschool","industrial","no",81.2832532842527
2003,25,"never married","4.master","industrial","yes",90.4819133566401
2006,32,"married","3.bachelor","industrial","yes",106.921814091211
2007,51,"married","1.primary","IT","yes",114.475713290347
2007,75,"married","1.primary","IT","no",53.3953468905727
2003,28,"married","2.highschool","industrial","no",87.9810327856054
2009,28,"never married","2.highschool","industrial","no",66.2294082943902
2007,32,"never married","5.phd","industrial","yes",96.3706528322308
2006,53,"married","5.phd","IT","yes",272.403225755586
2008,36,"married","3.bachelor","industrial","no",97.1582750436503
2004,43,"married","5.phd","IT","yes",200.543262324662
2004,51,"married","4.master","industrial","yes",123.089699847943
2005,35,"married","4.master","IT","yes",99.6894636984864
2004,46,"separated","2.highschool","industrial","no",94.0727147457005
2003,38,"married","4.master","industrial","yes",81.2832532842527
2004,43,"married","4.master","IT","no",154.68529299563
2004,39,"married","2.highschool","industrial","no",109.833985642199
2007,37,"divorced","3.bachelor","industrial","yes",123.089699847943
2008,59,"divorced","5.phd","IT","yes",73.7757432746946
2003,33,"married","4.master","industrial","no",107.903923866877
2007,23,"never married","3.bachelor","industrial","no",73.7757432746946
2006,37,"never married","3.bachelor","industrial","no",87.9810327856054
2005,40,"married","2.highschool","industrial","no",27.1405792079024
2006,25,"married","3.bachelor","IT","yes",94.0727147457005
2008,27,"never married","4.master","industrial","yes",102.453557578372
2004,47,"married","5.phd","IT","yes",272.294783220064
2008,52,"married","4.master","industrial","no",94.0727147457005
2007,23,"never married","2.highschool","IT","no",81.2832532842527
2004,33,"married","4.master","IT","no",87.9810327856054
2005,37,"never married","4.master","IT","yes",109.833985642199
2008,34,"married","2.highschool","industrial","no",80.4302079458208
2003,51,"separated","2.highschool","industrial","yes",148.413159102577
2007,40,"divorced","3.bachelor","industrial","yes",148.413159102577
2007,50,"married","2.highschool","IT","yes",81.2832532842527
2005,64,"married","3.bachelor","industrial","yes",118.884359339886
2008,54,"married","1.primary","industrial","yes",80.487444359511
2003,50,"married","2.highschool","IT","yes",91.6992261117042
2004,32,"married","4.master","IT","yes",109.355626400253
2004,37,"married","4.master","IT","yes",104.921506533664
2006,19,"never married","1.primary","industrial","no",65.1108537153447
2006,32,"married","2.highschool","industrial","yes",76.8936025176112
2004,42,"married","3.bachelor","industrial","yes",99.6894636984864
2009,26,"never married","3.bachelor","industrial","no",99.6894636984864
2009,46,"married","5.phd","IT","yes",157.700527725737
2009,18,"never married","1.primary","industrial","no",49.5553381215227
2005,43,"married","2.highschool","IT","yes",90.4819133566401
2003,62,"married","3.bachelor","industrial","yes",111.720849360989
2008,44,"married","2.highschool","industrial","yes",148.413159102577
2005,40,"married","3.bachelor","IT","yes",133.232350826567
2006,43,"married","2.highschool","industrial","yes",134.705375118879
2004,32,"never married","4.master","industrial","yes",118.884359339886
2006,48,"never married","2.highschool","IT","yes",87.9810327856054
2009,35,"married","3.bachelor","IT","yes",109.833985642199
2006,61,"married","3.bachelor","IT","yes",130.982177377461
2006,47,"married","1.primary","industrial","yes",89.2428846644714
2005,55,"divorced","2.highschool","IT","yes",102.870246933215
2008,28,"divorced","2.highschool","industrial","yes",76.8936025176112
2008,52,"married","5.phd","industrial","no",149.695042068453
2009,27,"never married","5.phd","IT","yes",102.870246933215
2006,22,"married","3.bachelor","IT","yes",90.4819133566401
2006,20,"never married","2.highschool","industrial","no",69.9291272064087
2006,42,"married","2.highschool","IT","yes",106.921814091211
2007,29,"married","4.master","industrial","no",87.9810327856054
2003,31,"never married","4.master","IT","yes",109.833985642199
2008,59,"divorced","3.bachelor","IT","yes",151.591484239814
2008,36,"married","5.phd","industrial","yes",148.413159102577
2007,32,"married","1.primary","industrial","no",66.9616443217359
2005,32,"never married","3.bachelor","IT","yes",103.90247060316
2006,25,"never married","3.bachelor","IT","yes",99.6894636984864
2008,43,"married","3.bachelor","IT","no",134.705375118879
2008,44,"never married","2.highschool","industrial","no",43.7351116779821
2009,57,"married","3.bachelor","industrial","no",116.707154559148
2006,49,"married","4.master","IT","yes",141.77517233318
2007,41,"married","2.highschool","IT","yes",144.47808766541
2006,38,"married","4.master","industrial","yes",134.705375118879
2004,58,"married","1.primary","IT","yes",118.884359339886
2004,59,"married","5.phd","IT","no",189.244162932803
2005,39,"married","5.phd","IT","yes",160.642475408263
2006,60,"married","3.bachelor","industrial","yes",96.0316570194457
2007,56,"married","2.highschool","IT","yes",111.065194319742
2008,44,"married","3.bachelor","industrial","yes",148.413159102577
2008,70,"married","3.bachelor","IT","yes",99.6894636984864
2009,27,"never married","4.master","IT","no",81.2832532842527
2004,47,"married","2.highschool","industrial","no",118.884359339886
2003,41,"married","3.bachelor","industrial","no",127.115743812184
2008,29,"married","3.bachelor","industrial","yes",104.921506533664
2009,42,"married","1.primary","industrial","yes",112.6488963421
2007,51,"divorced","4.master","IT","yes",281.745970551857
2009,47,"married","2.highschool","industrial","yes",114.477521132502
2008,48,"married","2.highschool","industrial","yes",111.720849360989
2003,39,"married","2.highschool","industrial","no",134.705375118879
2005,23,"never married","2.highschool","industrial","yes",75.3556793180091
2007,31,"married","3.bachelor","industrial","no",119.74085129618
2005,59,"married","2.highschool","industrial","yes",118.884359339886
2003,19,"never married","1.primary","industrial","no",27.1405792079024
2009,42,"married","5.phd","IT","yes",182.020620963513
2004,35,"married","2.highschool","industrial","no",65.1108537153447
2007,38,"married","5.phd","IT","yes",141.77517233318
2006,45,"married","3.bachelor","IT","yes",114.475713290347
2008,58,"married","5.phd","industrial","no",135.59805975224
2006,26,"never married","3.bachelor","IT","yes",117.146816914805
2003,30,"never married","2.highschool","IT","no",99.6894636984864
2006,54,"separated","5.phd","IT","yes",277.79948020565
2008,38,"married","2.highschool","industrial","yes",94.0727147457005
2005,44,"married","2.highschool","industrial","yes",94.0727147457005
2003,52,"married","4.master","IT","no",96.3706528322308
2004,73,"divorced","2.highschool","industrial","yes",75.3556793180091
2006,65,"married","5.phd","IT","yes",104.921506533664
2003,28,"married","4.master","IT","no",95.2307125669819
2009,53,"married","1.primary","industrial","yes",54.5981500331442
2006,53,"married","3.bachelor","IT","yes",89.2428846644714
2008,52,"married","4.master","IT","yes",145.143601176911
2009,27,"never married","2.highschool","IT","yes",96.8667032433329
2003,57,"married","1.primary","industrial","yes",130.982177377461
2004,32,"never married","4.master","IT","yes",84.0459576539924
2007,51,"never married","2.highschool","IT","yes",148.155046727428
2008,43,"married","2.highschool","IT","yes",49.5553381215227
2004,50,"married","3.bachelor","industrial","yes",141.77517233318
2004,53,"married","3.bachelor","IT","yes",115.375038556391
2007,54,"married","1.primary","industrial","no",65.1108537153447
2007,24,"never married","2.highschool","industrial","yes",85.3839403789827
2008,40,"married","2.highschool","IT","yes",101.82435207568
2003,30,"married","4.master","industrial","yes",95.2307125669819
2003,45,"married","4.master","IT","yes",99.6894636984864
2007,55,"divorced","4.master","industrial","yes",147.116689159978
2003,45,"never married","5.phd","IT","yes",140.398200161944
2004,44,"never married","4.master","IT","yes",109.833985642199
2004,37,"widowed","4.master","IT","yes",127.115743812184
2008,41,"married","1.primary","industrial","yes",115.375038556391
2007,44,"married","2.highschool","industrial","no",59.0970640815891
2007,52,"never married","2.highschool","industrial","yes",76.8936025176112
2009,55,"married","4.master","IT","yes",141.77517233318
2003,43,"married","2.highschool","industrial","yes",70.9095858696657
2009,27,"never married","5.phd","IT","yes",200.543262324662
2006,43,"married","2.highschool","IT","yes",97.4932940453934
2007,46,"married","2.highschool","industrial","yes",99.6894636984864
2003,30,"married","3.bachelor","IT","yes",186.876677628007
2003,43,"married","1.primary","industrial","yes",81.2832532842527
2005,48,"married","3.bachelor","industrial","yes",160.642475408263
2003,33,"never married","1.primary","industrial","no",63.9666908300607
2008,29,"never married","3.bachelor","industrial","yes",87.9810327856054
2005,24,"never married","2.highschool","IT","no",73.7757432746946
2009,52,"married","3.bachelor","industrial","yes",145.143601176911
2005,50,"married","5.phd","industrial","no",141.77517233318
2005,24,"never married","2.highschool","industrial","no",76.8936025176112
2003,42,"never married","3.bachelor","industrial","yes",123.908567597957
2004,53,"married","4.master","industrial","yes",118.884359339886
2008,49,"married","5.phd","IT","yes",279.1974969917
2004,46,"married","1.primary","industrial","no",54.5981500331442
2008,40,"married","3.bachelor","industrial","yes",154.68529299563
2003,41,"never married","5.phd","IT","yes",180.030197076236
